product_id,algorithm_name,implementation_name,software_name,implementation_type,implementation_url,verification_status,notes,implementation_url_quality,date_stamp,confidence_score
rustcrypto-ml-kem-2,ML-KEM-1024,RustCrypto ML-KEM,RustCrypto ML-KEM,Library,https://github.com/RustCrypto/KEMs,Verified,Used in app SBOM,url_authoritative,2026-05-06,30
wolfssl,ML-KEM-1024,wolfSSL / wolfCrypt,wolfSSL,Library,https://github.com/wolfSSL/wolfssl,Verified,,url_authoritative,2026-05-06,30
aws-lc,ML-KEM-512,AWS-LC (FIPS 140-3 validated),AWS-LC,Library,https://github.com/aws/aws-lc,Verified,,url_authoritative,2026-05-06,30
boringssl,ML-KEM-512,BoringSSL (Google),BoringSSL,Library,https://boringssl.googlesource.com/boringssl/,Verified,,url_needs_review,2026-05-06,30
bouncy-castle,ML-KEM-512,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
circl,ML-KEM-512,CIRCL (Cloudflare Go),CIRCL,Library,https://github.com/cloudflare/circl,Verified,,url_authoritative,2026-05-06,30
liboqs,ML-KEM-512,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
microsoft-symcrypt,ML-KEM-512,Microsoft SymCrypt,Microsoft SymCrypt,Library,https://github.com/microsoft/SymCrypt,Verified,Ships in Windows 11 + Windows Server 2025,url_authoritative,2026-05-06,30
openssl,ML-KEM-512,OpenSSL 3.5+,OpenSSL,Library,https://github.com/openssl/openssl,Verified,,url_authoritative,2026-05-06,30
oqs-provider,ML-KEM-512,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqcl-nist-reference,ML-KEM-512,PQCL (NIST reference),,Reference,https://github.com/pq-crystals/kyber,Verified,,url_authoritative,2026-05-06,30
pqclean,ML-KEM-512,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
pqcrypto,ML-KEM-512,pqcrypto (Rust crate),pqcrypto,Library,https://github.com/nicgrobler/pqcrypto,Verified,,url_authoritative,2026-05-06,30
rustcrypto-ml-kem-2,ML-KEM-512,RustCrypto ML-KEM,RustCrypto ML-KEM,Library,https://github.com/RustCrypto/KEMs,Verified,Used in app SBOM,url_authoritative,2026-05-06,30
wolfssl,ML-KEM-512,wolfSSL / wolfCrypt,wolfSSL,Library,https://github.com/wolfSSL/wolfssl,Verified,,url_authoritative,2026-05-06,30
aws-lc,ML-KEM-768,AWS-LC (FIPS 140-3 validated),AWS-LC,Library,https://github.com/aws/aws-lc,Verified,,url_authoritative,2026-05-06,30
boringssl,ML-KEM-768,BoringSSL (Google),BoringSSL,Library,https://boringssl.googlesource.com/boringssl/,Verified,,url_needs_review,2026-05-06,30
bouncy-castle,ML-KEM-768,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
circl,ML-KEM-768,CIRCL (Cloudflare Go),CIRCL,Library,https://github.com/cloudflare/circl,Verified,,url_authoritative,2026-05-06,30
liboqs,ML-KEM-768,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
microsoft-symcrypt,ML-KEM-768,Microsoft SymCrypt,Microsoft SymCrypt,Library,https://github.com/microsoft/SymCrypt,Verified,Ships in Windows 11 + Windows Server 2025,url_authoritative,2026-05-06,30
openssl,ML-KEM-768,OpenSSL 3.5+,OpenSSL,Library,https://github.com/openssl/openssl,Verified,,url_authoritative,2026-05-06,30
oqs-provider,ML-KEM-768,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqcl-nist-reference,ML-KEM-768,PQCL (NIST reference),,Reference,https://github.com/pq-crystals/kyber,Verified,,url_authoritative,2026-05-06,30
pqclean,ML-KEM-768,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
pqcrypto,ML-KEM-768,pqcrypto (Rust crate),pqcrypto,Library,https://github.com/nicgrobler/pqcrypto,Verified,,url_authoritative,2026-05-06,30
rustcrypto-ml-kem-2,ML-KEM-768,RustCrypto ML-KEM,RustCrypto ML-KEM,Library,https://github.com/RustCrypto/KEMs,Verified,Used in app SBOM,url_authoritative,2026-05-06,30
wolfssl,ML-KEM-768,wolfSSL / wolfCrypt,wolfSSL,Library,https://github.com/wolfSSL/wolfssl,Verified,,url_authoritative,2026-05-06,30
kpqclean-korean-reference,NTRU+-1152,KpqClean (Korean reference),,Reference,https://github.com/kpqc-cryptocraft/KpqClean,Verified,,url_authoritative,2026-05-06,30
ntru-reference-implementation,NTRU+-1152,NTRU+ Reference Implementation,NTRU+ Reference Implementation,Reference,https://github.com/crypto-ntruplus/ntruplus,Verified,,url_authoritative,2026-05-06,30
kpqclean-korean-reference,NTRU+-1277,KpqClean (Korean reference),,Reference,https://github.com/kpqc-cryptocraft/KpqClean,Verified,,url_authoritative,2026-05-06,30
ntru-reference-implementation,NTRU+-1277,NTRU+ Reference Implementation,NTRU+ Reference Implementation,Reference,https://github.com/crypto-ntruplus/ntruplus,Verified,,url_authoritative,2026-05-06,30
kpqclean-korean-reference,NTRU+-768,KpqClean (Korean reference),,Reference,https://github.com/kpqc-cryptocraft/KpqClean,Verified,,url_authoritative,2026-05-06,30
ntru-reference-implementation,NTRU+-768,NTRU+ Reference Implementation,NTRU+ Reference Implementation,Reference,https://github.com/crypto-ntruplus/ntruplus,Verified,,url_authoritative,2026-05-06,30
aws-lc,SecP256r1MLKEM768,AWS-LC (s2n-tls),AWS-LC,Library,https://github.com/aws/aws-lc,Verified,,url_authoritative,2026-05-06,30
boringssl,SecP256r1MLKEM768,BoringSSL (Google Chrome),BoringSSL,Library,https://boringssl.googlesource.com/boringssl/,Verified,,url_needs_review,2026-05-06,30
circl,SecP256r1MLKEM768,CIRCL (Cloudflare Go),CIRCL,Library,https://github.com/cloudflare/circl,Verified,,url_authoritative,2026-05-06,30
cloudflare-pq-tls,SecP256r1MLKEM768,Cloudflare PQ TLS,,Library,https://blog.cloudflare.com/post-quantum-for-all/,Verified,,url_needs_review,2026-05-06,30
mozilla-nss,SecP256r1MLKEM768,Mozilla NSS (Firefox),Mozilla NSS,Library,https://wiki.mozilla.org/Security/CryptoEngineering,Verified,,url_needs_review,2026-05-06,30
oqs-provider,SecP256r1MLKEM768,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
aws-lc,SecP384r1MLKEM1024,AWS-LC (s2n-tls),AWS-LC,Library,https://github.com/aws/aws-lc,Verified,,url_authoritative,2026-05-06,30
boringssl,SecP384r1MLKEM1024,BoringSSL (Google Chrome),BoringSSL,Library,https://boringssl.googlesource.com/boringssl/,Verified,,url_needs_review,2026-05-06,30
circl,SecP384r1MLKEM1024,CIRCL (Cloudflare Go),CIRCL,Library,https://github.com/cloudflare/circl,Verified,,url_authoritative,2026-05-06,30
cloudflare-pq-tls,SecP384r1MLKEM1024,Cloudflare PQ TLS,,Library,https://blog.cloudflare.com/post-quantum-for-all/,Verified,,url_needs_review,2026-05-06,30
mozilla-nss,SecP384r1MLKEM1024,Mozilla NSS (Firefox),Mozilla NSS,Library,https://wiki.mozilla.org/Security/CryptoEngineering,Verified,,url_needs_review,2026-05-06,30
oqs-provider,SecP384r1MLKEM1024,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,SLH-DSA-SHA2-128f,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
liboqs,SLH-DSA-SHA2-128f,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
oqs-provider,SLH-DSA-SHA2-128f,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqclean,SLH-DSA-SHA2-128f,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
rustcrypto-slh-dsa-2,SLH-DSA-SHA2-128f,RustCrypto SLH-DSA,RustCrypto SLH-DSA,Library,https://github.com/RustCrypto/signatures,Verified,Used in app SBOM,url_authoritative,2026-05-06,30
sphincs-reference,SLH-DSA-SHA2-128f,SPHINCS+ Reference,,Reference,https://github.com/sphincs/sphincsplus,Verified,,url_authoritative,2026-05-06,30
wolfssl,SLH-DSA-SHA2-128f,wolfSSL / wolfCrypt,wolfSSL,Library,https://github.com/wolfSSL/wolfssl,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,SLH-DSA-SHA2-128s,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
liboqs,SLH-DSA-SHA2-128s,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
oqs-provider,SLH-DSA-SHA2-128s,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqclean,SLH-DSA-SHA2-128s,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
rustcrypto-slh-dsa-2,SLH-DSA-SHA2-128s,RustCrypto SLH-DSA,RustCrypto SLH-DSA,Library,https://github.com/RustCrypto/signatures,Verified,Used in app SBOM,url_authoritative,2026-05-06,30
sphincs-reference,SLH-DSA-SHA2-128s,SPHINCS+ Reference,,Reference,https://github.com/sphincs/sphincsplus,Verified,,url_authoritative,2026-05-06,30
wolfssl,SLH-DSA-SHA2-128s,wolfSSL / wolfCrypt,wolfSSL,Library,https://github.com/wolfSSL/wolfssl,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,SLH-DSA-SHA2-192f,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
liboqs,SLH-DSA-SHA2-192f,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
oqs-provider,SLH-DSA-SHA2-192f,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqclean,SLH-DSA-SHA2-192f,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
rustcrypto-slh-dsa-2,SLH-DSA-SHA2-192f,RustCrypto SLH-DSA,RustCrypto SLH-DSA,Library,https://github.com/RustCrypto/signatures,Verified,Used in app SBOM,url_authoritative,2026-05-06,30
sphincs-reference,SLH-DSA-SHA2-192f,SPHINCS+ Reference,,Reference,https://github.com/sphincs/sphincsplus,Verified,,url_authoritative,2026-05-06,30
wolfssl,SLH-DSA-SHA2-192f,wolfSSL / wolfCrypt,wolfSSL,Library,https://github.com/wolfSSL/wolfssl,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,SLH-DSA-SHA2-192s,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
liboqs,SLH-DSA-SHA2-192s,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
oqs-provider,SLH-DSA-SHA2-192s,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqclean,SLH-DSA-SHA2-192s,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
rustcrypto-slh-dsa-2,SLH-DSA-SHA2-192s,RustCrypto SLH-DSA,RustCrypto SLH-DSA,Library,https://github.com/RustCrypto/signatures,Verified,Used in app SBOM,url_authoritative,2026-05-06,30
sphincs-reference,SLH-DSA-SHA2-192s,SPHINCS+ Reference,,Reference,https://github.com/sphincs/sphincsplus,Verified,,url_authoritative,2026-05-06,30
wolfssl,SLH-DSA-SHA2-192s,wolfSSL / wolfCrypt,wolfSSL,Library,https://github.com/wolfSSL/wolfssl,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,SLH-DSA-SHA2-256f,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
liboqs,SLH-DSA-SHA2-256f,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
oqs-provider,SLH-DSA-SHA2-256f,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqclean,SLH-DSA-SHA2-256f,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
rustcrypto-slh-dsa-2,SLH-DSA-SHA2-256f,RustCrypto SLH-DSA,RustCrypto SLH-DSA,Library,https://github.com/RustCrypto/signatures,Verified,Used in app SBOM,url_authoritative,2026-05-06,30
sphincs-reference,SLH-DSA-SHA2-256f,SPHINCS+ Reference,,Reference,https://github.com/sphincs/sphincsplus,Verified,,url_authoritative,2026-05-06,30
wolfssl,SLH-DSA-SHA2-256f,wolfSSL / wolfCrypt,wolfSSL,Library,https://github.com/wolfSSL/wolfssl,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,SLH-DSA-SHA2-256s,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
liboqs,SLH-DSA-SHA2-256s,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
oqs-provider,SLH-DSA-SHA2-256s,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqclean,SLH-DSA-SHA2-256s,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
rustcrypto-slh-dsa-2,SLH-DSA-SHA2-256s,RustCrypto SLH-DSA,RustCrypto SLH-DSA,Library,https://github.com/RustCrypto/signatures,Verified,Used in app SBOM,url_authoritative,2026-05-06,30
sphincs-reference,SLH-DSA-SHA2-256s,SPHINCS+ Reference,,Reference,https://github.com/sphincs/sphincsplus,Verified,,url_authoritative,2026-05-06,30
wolfssl,SLH-DSA-SHA2-256s,wolfSSL / wolfCrypt,wolfSSL,Library,https://github.com/wolfSSL/wolfssl,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,SLH-DSA-SHAKE-128f,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
liboqs,SLH-DSA-SHAKE-128f,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
oqs-provider,SLH-DSA-SHAKE-128f,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqclean,SLH-DSA-SHAKE-128f,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
rustcrypto-slh-dsa-2,SLH-DSA-SHAKE-128f,RustCrypto SLH-DSA,RustCrypto SLH-DSA,Library,https://github.com/RustCrypto/signatures,Verified,Used in app SBOM,url_authoritative,2026-05-06,30
sphincs-reference,SLH-DSA-SHAKE-128f,SPHINCS+ Reference,,Reference,https://github.com/sphincs/sphincsplus,Verified,,url_authoritative,2026-05-06,30
wolfssl,SLH-DSA-SHAKE-128f,wolfSSL / wolfCrypt,wolfSSL,Library,https://github.com/wolfSSL/wolfssl,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,SLH-DSA-SHAKE-128s,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
liboqs,SLH-DSA-SHAKE-128s,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
oqs-provider,SLH-DSA-SHAKE-128s,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqclean,SLH-DSA-SHAKE-128s,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
rustcrypto-slh-dsa-2,SLH-DSA-SHAKE-128s,RustCrypto SLH-DSA,RustCrypto SLH-DSA,Library,https://github.com/RustCrypto/signatures,Verified,Used in app SBOM,url_authoritative,2026-05-06,30
sphincs-reference,SLH-DSA-SHAKE-128s,SPHINCS+ Reference,,Reference,https://github.com/sphincs/sphincsplus,Verified,,url_authoritative,2026-05-06,30
wolfssl,SLH-DSA-SHAKE-128s,wolfSSL / wolfCrypt,wolfSSL,Library,https://github.com/wolfSSL/wolfssl,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,SLH-DSA-SHAKE-192f,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
liboqs,SLH-DSA-SHAKE-192f,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
oqs-provider,SLH-DSA-SHAKE-192f,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqclean,SLH-DSA-SHAKE-192f,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
rustcrypto-slh-dsa-2,SLH-DSA-SHAKE-192f,RustCrypto SLH-DSA,RustCrypto SLH-DSA,Library,https://github.com/RustCrypto/signatures,Verified,Used in app SBOM,url_authoritative,2026-05-06,30
sphincs-reference,SLH-DSA-SHAKE-192f,SPHINCS+ Reference,,Reference,https://github.com/sphincs/sphincsplus,Verified,,url_authoritative,2026-05-06,30
wolfssl,SLH-DSA-SHAKE-192f,wolfSSL / wolfCrypt,wolfSSL,Library,https://github.com/wolfSSL/wolfssl,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,SLH-DSA-SHAKE-192s,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
liboqs,SLH-DSA-SHAKE-192s,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
oqs-provider,SLH-DSA-SHAKE-192s,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqclean,SLH-DSA-SHAKE-192s,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
rustcrypto-slh-dsa-2,SLH-DSA-SHAKE-192s,RustCrypto SLH-DSA,RustCrypto SLH-DSA,Library,https://github.com/RustCrypto/signatures,Verified,Used in app SBOM,url_authoritative,2026-05-06,30
sphincs-reference,SLH-DSA-SHAKE-192s,SPHINCS+ Reference,,Reference,https://github.com/sphincs/sphincsplus,Verified,,url_authoritative,2026-05-06,30
wolfssl,SLH-DSA-SHAKE-192s,wolfSSL / wolfCrypt,wolfSSL,Library,https://github.com/wolfSSL/wolfssl,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,SLH-DSA-SHAKE-256f,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
liboqs,SLH-DSA-SHAKE-256f,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
oqs-provider,SLH-DSA-SHAKE-256f,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqclean,SLH-DSA-SHAKE-256f,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
rustcrypto-slh-dsa-2,SLH-DSA-SHAKE-256f,RustCrypto SLH-DSA,RustCrypto SLH-DSA,Library,https://github.com/RustCrypto/signatures,Verified,Used in app SBOM,url_authoritative,2026-05-06,30
sphincs-reference,SLH-DSA-SHAKE-256f,SPHINCS+ Reference,,Reference,https://github.com/sphincs/sphincsplus,Verified,,url_authoritative,2026-05-06,30
wolfssl,SLH-DSA-SHAKE-256f,wolfSSL / wolfCrypt,wolfSSL,Library,https://github.com/wolfSSL/wolfssl,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,SLH-DSA-SHAKE-256s,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
liboqs,SLH-DSA-SHAKE-256s,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
oqs-provider,SLH-DSA-SHAKE-256s,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqclean,SLH-DSA-SHAKE-256s,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
rustcrypto-slh-dsa-2,SLH-DSA-SHAKE-256s,RustCrypto SLH-DSA,RustCrypto SLH-DSA,Library,https://github.com/RustCrypto/signatures,Verified,Used in app SBOM,url_authoritative,2026-05-06,30
sphincs-reference,SLH-DSA-SHAKE-256s,SPHINCS+ Reference,,Reference,https://github.com/sphincs/sphincsplus,Verified,,url_authoritative,2026-05-06,30
wolfssl,SLH-DSA-SHAKE-256s,wolfSSL / wolfCrypt,wolfSSL,Library,https://github.com/wolfSSL/wolfssl,Verified,,url_authoritative,2026-05-06,30
kpqclean-korean-reference,SMAUG-T-128,KpqClean (Korean reference),,Reference,https://github.com/kpqc-cryptocraft/KpqClean,Verified,,url_authoritative,2026-05-06,30
liboqs,SMAUG-T-128,liboqs (partial/experimental),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
smaug-t-reference-implementation,SMAUG-T-128,SMAUG-T Reference Implementation,SMAUG-T Reference Implementation,Reference,https://github.com/hmchoe0528/SMAUG-T_public,Verified,,url_authoritative,2026-05-06,30
kpqclean-korean-reference,SMAUG-T-192,KpqClean (Korean reference),,Reference,https://github.com/kpqc-cryptocraft/KpqClean,Verified,,url_authoritative,2026-05-06,30
liboqs,SMAUG-T-192,liboqs (partial/experimental),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
smaug-t-reference-implementation,SMAUG-T-192,SMAUG-T Reference Implementation,SMAUG-T Reference Implementation,Reference,https://github.com/hmchoe0528/SMAUG-T_public,Verified,,url_authoritative,2026-05-06,30
kpqclean-korean-reference,SMAUG-T-256,KpqClean (Korean reference),,Reference,https://github.com/kpqc-cryptocraft/KpqClean,Verified,,url_authoritative,2026-05-06,30
liboqs,SMAUG-T-256,liboqs (partial/experimental),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
smaug-t-reference-implementation,SMAUG-T-256,SMAUG-T Reference Implementation,SMAUG-T Reference Implementation,Reference,https://github.com/hmchoe0528/SMAUG-T_public,Verified,,url_authoritative,2026-05-06,30
aws-lc,X25519MLKEM768,AWS-LC (s2n-tls),AWS-LC,Library,https://github.com/aws/aws-lc,Verified,,url_authoritative,2026-05-06,30
boringssl,X25519MLKEM768,BoringSSL (Google Chrome),BoringSSL,Library,https://boringssl.googlesource.com/boringssl/,Verified,,url_needs_review,2026-05-06,30
circl,X25519MLKEM768,CIRCL (Cloudflare Go),CIRCL,Library,https://github.com/cloudflare/circl,Verified,,url_authoritative,2026-05-06,30
cloudflare-pq-tls,X25519MLKEM768,Cloudflare PQ TLS,,Library,https://blog.cloudflare.com/post-quantum-for-all/,Verified,,url_needs_review,2026-05-06,30
mozilla-nss,X25519MLKEM768,Mozilla NSS (Firefox),Mozilla NSS,Library,https://wiki.mozilla.org/Security/CryptoEngineering,Verified,,url_needs_review,2026-05-06,30
oqs-provider,X25519MLKEM768,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,XMSS-SHA2_20,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
liboqs,XMSS-SHA2_20,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
wolfssl,XMSS-SHA2_20,wolfSSL / wolfCrypt XMSS,wolfSSL,Library,https://github.com/wolfSSL/wolfssl,Verified,,url_authoritative,2026-05-06,30
xmss-reference-implementation,XMSS-SHA2_20,XMSS Reference Implementation,,Reference,https://github.com/XMSS/xmss-reference,Verified,,url_authoritative,2026-05-06,30