concept_id,display_label,source_type,source_table,source_row_id,primary_url,status,deprecated_at,deprecated_reason
standard:pkcs11-v32-oasis,PKCS11-V32-OASIS,standard,library,PKCS11-V32-OASIS,https://docs.oasis-open.org/pkcs11/pkcs11-spec/v3.2/csd01/pkcs11-spec-v3.2-csd01.html,active,,
standard:pqcc-inventory-workbook-2025,PQCC-Inventory-Workbook-2025,standard,library,PQCC-Inventory-Workbook-2025,https://pqcc.org/pqc-inventory-workbook/,active,,
standard:pqcc-migration-roadmap-2025,PQCC-Migration-Roadmap-2025,standard,library,PQCC-Migration-Roadmap-2025,https://pqcc.org/post-quantum-cryptography-migration-roadmap/,active,,
standard:proact-2025-sca-lattice-pqc,PROACT-2025-SCA-Lattice-PQC,standard,library,PROACT-2025-SCA-Lattice-PQC,https://proact-school.cs.ru.nl/assets/uploads/slides/PROACT2025.pdf,active,,
standard:qccpa-2022,QCCPA-2022,standard,library,QCCPA-2022,https://www.congress.gov/bill/117th-congress/house-bill/7535,active,,
standard:qrl-quantum-resistant-ledger,QRL-Quantum-Resistant-Ledger,standard,library,QRL-Quantum-Resistant-Ledger,,active,,
standard:quantumfinanceboardroom-ganguly-pqc-ch24-2026,QuantumFinanceBoardroom-Ganguly-PQC-Ch24-2026,standard,library,QuantumFinanceBoardroom-Ganguly-PQC-Ch24-2026,https://www.thequantumfinanceboardroom.com,active,,
standard:quantuminsider-25-companies-pqc-2026,QuantumInsider-25-Companies-PQC-2026,standard,library,QuantumInsider-25-Companies-PQC-2026,https://thequantuminsider.com/2026/03/25/25-companies-building-the-quantum-cryptography-communications-markets/,active,,
standard:radboud-mtc-thesis-2025,Radboud-MTC-Thesis-2025,standard,library,Radboud-MTC-Thesis-2025,https://www.cs.ru.nl/masters-theses/2025/M_Pohl___Implementation_and_Analysis_of_Merkle_Tree_Certificates_for_Post-Quantum_Secure_Authentication_in_TLS.pdf,active,,
standard:ref-fukuda-grand-challenge,ref-fukuda-grand-challenge,standard,library,ref-fukuda-grand-challenge,https://eprint.iacr.org/2025/1626.pdf,active,,
standard:ref-kim-ecdlp,ref-kim-ecdlp,standard,library,ref-kim-ecdlp,https://eprint.iacr.org/2026/106.pdf,active,,
standard:regev-lwe-survey,Regev-LWE-Survey,standard,library,Regev-LWE-Survey,https://cims.nyu.edu/~regev/papers/lwesurvey.pdf,active,,
standard:rfc-0793,RFC-0793,standard,library,RFC-0793,https://www.rfc-editor.org/rfc/rfc0793,active,,
standard:rfc-1847,RFC 1847,standard,library,RFC 1847,https://www.rfc-editor.org/rfc/rfc1847.html,active,,
standard:rfc-1950,RFC-1950,standard,library,RFC-1950,https://www.rfc-editor.org/rfc/rfc1950,active,,
standard:rfc-2119,RFC 2119,standard,library,RFC 2119,https://www.rfc-editor.org/rfc/rfc2119.html,active,,
standard:rfc-2397,RFC-2397,standard,library,RFC-2397,https://www.rfc-editor.org/rfc/rfc2397,active,,
standard:rfc-3370,RFC 3370,standard,library,RFC 3370,https://www.rfc-editor.org/rfc/rfc3370.html,active,,
standard:rfc-3394,RFC 3394,standard,library,RFC 3394,https://www.rfc-editor.org/rfc/rfc3394.html,active,,
standard:rfc-3560,RFC 3560,standard,library,RFC 3560,https://www.rfc-editor.org/rfc/rfc3560.html,active,,
standard:rfc-3647,RFC-3647,standard,library,RFC-3647,https://www.rfc-editor.org/rfc/rfc3647,active,,
standard:rfc-4056,RFC 4056,standard,library,RFC 4056,https://www.rfc-editor.org/rfc/rfc4056.html,active,,
standard:rfc-4210,RFC 4210,standard,library,RFC 4210,https://www.rfc-editor.org/rfc/rfc4210.html,active,,
standard:rfc-4250,RFC 4250,standard,library,RFC 4250,https://www.rfc-editor.org/rfc/rfc4250.html,active,,
standard:rfc-4251,RFC 4251,standard,library,RFC 4251,https://www.rfc-editor.org/rfc/rfc4251.html,active,,
standard:rfc-4253,RFC 4253,standard,library,RFC 4253,https://www.rfc-editor.org/rfc/rfc4253.html,active,,
standard:rfc-4255,RFC-4255,standard,library,RFC-4255,https://www.rfc-editor.org/rfc/rfc4255,active,,
standard:rfc-4301,RFC 4301,standard,library,RFC 4301,https://www.rfc-editor.org/rfc/rfc4301.html,active,,
standard:rfc-4302,RFC 4302,standard,library,RFC 4302,https://www.rfc-editor.org/rfc/rfc4302.html,active,,
standard:rfc-4303,RFC 4303,standard,library,RFC 4303,https://www.rfc-editor.org/rfc/rfc4303.html,active,,
standard:rfc-4306,RFC 4306,standard,library,RFC 4306,https://www.rfc-editor.org/rfc/rfc4306.html,active,,
standard:rfc-4346,RFC-4346,standard,library,RFC-4346,https://www.rfc-editor.org/rfc/rfc4346,active,,
standard:rfc-4718,RFC 4718,standard,library,RFC 4718,https://www.rfc-editor.org/rfc/rfc4718.html,active,,
standard:rfc-5056,RFC 5056,standard,library,RFC 5056,https://www.rfc-editor.org/rfc/rfc5056.html,active,,
standard:rfc-5083,RFC 5083,standard,library,RFC 5083,https://www.rfc-editor.org/rfc/rfc5083.html,active,,
standard:rfc-5234,RFC-5234,standard,library,RFC-5234,https://www.rfc-editor.org/rfc/rfc5234,active,,
standard:rfc-5246,RFC 5246,standard,library,RFC 5246,https://www.rfc-editor.org/rfc/rfc5246.html,active,,
standard:rfc-5280,RFC 5280,standard,library,RFC 5280,https://www.rfc-editor.org/rfc/rfc5280.html,active,,
standard:rfc-5469,RFC-5469,standard,library,RFC-5469,https://www.rfc-editor.org/rfc/rfc5469,active,,
standard:rfc-5652,RFC 5652,standard,library,RFC 5652,https://www.rfc-editor.org/rfc/rfc5652.html,active,,
standard:rfc-5741,RFC-5741,standard,library,RFC-5741,https://www.rfc-editor.org/rfc/rfc5741,active,,
standard:rfc-5751,RFC 5751,standard,library,RFC 5751,https://www.rfc-editor.org/rfc/rfc5751.html,active,,
standard:rfc-5754,RFC 5754,standard,library,RFC 5754,https://www.rfc-editor.org/rfc/rfc5754.html,active,,
standard:rfc-5763,RFC-5763,standard,library,RFC-5763,https://www.rfc-editor.org/rfc/rfc5763,active,,
standard:rfc-5869,RFC 5869,standard,library,RFC 5869,https://www.rfc-editor.org/rfc/rfc5869,active,,
standard:rfc-5911,RFC 5911,standard,library,RFC 5911,https://www.rfc-editor.org/rfc/rfc5911.html,active,,
standard:rfc-5912,RFC 5912,standard,library,RFC 5912,https://www.rfc-editor.org/rfc/rfc5912.html,active,,
standard:rfc-5958,RFC 5958,standard,library,RFC 5958,https://www.rfc-editor.org/rfc/rfc5958.html,active,,
standard:rfc-5990,RFC 5990,standard,library,RFC 5990,https://www.rfc-editor.org/rfc/rfc5990.html,active,,
standard:rfc-5996,RFC 5996,standard,library,RFC 5996,https://www.rfc-editor.org/rfc/rfc5996.html,active,,
standard:rfc-6019,RFC-6019,standard,library,RFC-6019,https://www.rfc-editor.org/rfc/rfc6019,active,,
standard:rfc-6024,RFC-6024,standard,library,RFC-6024,https://www.rfc-editor.org/rfc/rfc6024,active,,
standard:rfc-6090,RFC 6090,standard,library,RFC 6090,https://www.rfc-editor.org/rfc/rfc6090.html,active,,
standard:rfc-6176,RFC 6176,standard,library,RFC 6176,https://www.rfc-editor.org/rfc/rfc6176.html,active,,
standard:rfc-6347,RFC-6347,standard,library,RFC-6347,https://www.rfc-editor.org/rfc/rfc6347,active,,
standard:rfc-6594,RFC-6594,standard,library,RFC-6594,https://www.rfc-editor.org/rfc/rfc6594,active,,
standard:rfc-6749,RFC 6749,standard,library,RFC 6749,https://www.rfc-editor.org/rfc/rfc6749.html,active,,
standard:rfc-6750,RFC-6750,standard,library,RFC-6750,https://www.rfc-editor.org/rfc/rfc6750,active,,
standard:rfc-6763,RFC-6763,standard,library,RFC-6763,https://www.rfc-editor.org/rfc/rfc6763,active,,
standard:rfc-6928,RFC-6928,standard,library,RFC-6928,https://www.rfc-editor.org/rfc/rfc6928,active,,
standard:rfc-6960,RFC-6960,standard,library,RFC-6960,https://www.rfc-editor.org/rfc/rfc6960,active,,
standard:rfc-6962,RFC 6962,standard,library,RFC 6962,https://www.rfc-editor.org/rfc/rfc6962.html,active,,
standard:rfc-7009,RFC-7009,standard,library,RFC-7009,https://www.rfc-editor.org/rfc/rfc7009,active,,
standard:rfc-7159,RFC-7159,standard,library,RFC-7159,https://www.rfc-editor.org/rfc/rfc7159.html,active,,
standard:rfc-7228,RFC 7228,standard,library,RFC 7228,https://www.rfc-editor.org/rfc/rfc7228.html,active,,
standard:rfc-7231,RFC-7231,standard,library,RFC-7231,https://www.rfc-editor.org/rfc/rfc7231,active,,
standard:rfc-7250,RFC 7250,standard,library,RFC 7250,https://www.rfc-editor.org/rfc/rfc7250.html,active,,
standard:rfc-7301,RFC-7301,standard,library,RFC-7301,https://www.rfc-editor.org/rfc/rfc7301,active,,
standard:rfc-7383,RFC-7383,standard,library,RFC-7383,https://www.rfc-editor.org/rfc/rfc7383,active,,
standard:rfc-7427,RFC-7427,standard,library,RFC-7427,https://www.rfc-editor.org/rfc/rfc7427,active,,
standard:rfc-7465,RFC-7465,standard,library,RFC-7465,https://www.rfc-editor.org/rfc/rfc7465,active,,
standard:rfc-7468,RFC 7468,standard,library,RFC 7468,https://www.rfc-editor.org/rfc/rfc7468.html,active,,
standard:rfc-7479,RFC-7479,standard,library,RFC-7479,https://www.rfc-editor.org/rfc/rfc7479,active,,
standard:rfc-7515,RFC 7515,standard,library,RFC 7515,https://www.rfc-editor.org/rfc/rfc7515.html,active,,
standard:rfc-7516,RFC 7516,standard,library,RFC 7516,https://www.rfc-editor.org/rfc/rfc7516.html,active,,
standard:rfc-7517,RFC 7517,standard,library,RFC 7517,https://www.rfc-editor.org/rfc/rfc7517.html,active,,
standard:rfc-7518,RFC 7518,standard,library,RFC 7518,https://www.rfc-editor.org/rfc/rfc7518.html,active,,
standard:rfc-7519,RFC 7519,standard,library,RFC 7519,https://www.rfc-editor.org/rfc/rfc7519.html,active,,
standard:rfc-7525,RFC-7525,standard,library,RFC-7525,https://www.rfc-editor.org/rfc/rfc7525,active,,
standard:rfc-7568,RFC 7568,standard,library,RFC 7568,https://www.rfc-editor.org/rfc/rfc7568.html,active,,
standard:rfc-7638,RFC-7638,standard,library,RFC-7638,https://www.rfc-editor.org/rfc/rfc7638,active,,
standard:rfc-7748,RFC 7748,standard,library,RFC 7748,https://www.rfc-editor.org/rfc/rfc7748.html,active,,
standard:rfc-7841,RFC-7841,standard,library,RFC-7841,https://www.rfc-editor.org/rfc/rfc7841,active,,
standard:rfc-7924,RFC-7924,standard,library,RFC-7924,https://www.rfc-editor.org/rfc/rfc7924.html,active,,
standard:rfc-7932,RFC-7932,standard,library,RFC-7932,https://www.rfc-editor.org/rfc/rfc7932,active,,
standard:rfc-8017,RFC 8017,standard,library,RFC 8017,https://www.rfc-editor.org/rfc/rfc8017.html,active,,
standard:rfc-8032,RFC-8032,standard,library,RFC-8032,https://datatracker.ietf.org/doc/html/rfc8032,active,,
standard:rfc-8037,RFC 8037,standard,library,RFC 8037,https://www.rfc-editor.org/rfc/rfc8037.html,active,,
standard:rfc-8126,RFC-8126,standard,library,RFC-8126,https://www.rfc-editor.org/rfc/rfc8126.html,active,,
standard:rfc-8152,RFC-8152,standard,library,RFC-8152,https://www.rfc-editor.org/rfc/rfc8152,active,,
standard:rfc-8174,RFC 8174,standard,library,RFC 8174,https://www.rfc-editor.org/rfc/rfc8174.html,active,,
standard:rfc-8229,RFC-8229,standard,library,RFC-8229,https://www.rfc-editor.org/rfc/rfc8229,active,,
standard:rfc-8230,RFC-8230,standard,library,RFC-8230,https://www.rfc-editor.org/rfc/rfc8230,active,,
standard:rfc-8240,RFC-8240,standard,library,RFC-8240,https://www.rfc-editor.org/rfc/rfc8240,active,,
standard:rfc-8410,RFC-8410,standard,library,RFC-8410,https://www.rfc-editor.org/rfc/rfc8410,active,,
standard:rfc-8420,RFC-8420,standard,library,RFC-8420,https://www.rfc-editor.org/rfc/rfc8420,active,,
standard:rfc-8446,RFC 8446,standard,library,RFC 8446,https://www.rfc-editor.org/rfc/rfc8446.html,active,,
standard:rfc-8447,RFC-8447,standard,library,RFC-8447,https://www.rfc-editor.org/rfc/rfc8447.html,active,,
standard:rfc-8478,RFC-8478,standard,library,RFC-8478,https://www.rfc-editor.org/rfc/rfc8478.html,active,,
standard:rfc-8551,RFC 8551,standard,library,RFC 8551,https://www.rfc-editor.org/rfc/rfc8551.html,active,,
standard:rfc-8603,RFC 8603,standard,library,RFC 8603,https://www.rfc-editor.org/rfc/rfc8603.html,active,,
standard:rfc-8610,RFC-8610,standard,library,RFC-8610,https://www.rfc-editor.org/rfc/rfc8610,active,,
standard:rfc-8702,RFC 8702,standard,library,RFC 8702,https://www.rfc-editor.org/rfc/rfc8702.html,active,,
standard:rfc-8705,RFC-8705,standard,library,RFC-8705,https://www.rfc-editor.org/rfc/rfc8705,active,,
standard:rfc-8707,RFC-8707,standard,library,RFC-8707,https://www.rfc-editor.org/rfc/rfc8707,active,,
standard:rfc-8725,RFC 8725,standard,library,RFC 8725,https://www.rfc-editor.org/rfc/rfc8725.html,active,,
standard:rfc-8755,RFC 8755,standard,library,RFC 8755,https://www.rfc-editor.org/rfc/rfc8755.html,active,,
standard:rfc-8756,RFC 8756,standard,library,RFC 8756,https://www.rfc-editor.org/rfc/rfc8756.html,active,,
standard:rfc-8792,RFC-8792,standard,library,RFC-8792,https://www.rfc-editor.org/rfc/rfc8792,active,,
standard:rfc-8879,RFC 8879,standard,library,RFC 8879,https://www.rfc-editor.org/rfc/rfc8879.html,active,,
standard:rfc-8996,RFC 8996,standard,library,RFC 8996,https://www.rfc-editor.org/rfc/rfc8996.html,active,,
standard:rfc-8998,RFC 8998,standard,library,RFC 8998,https://www.rfc-editor.org/rfc/rfc8998.html,active,,
standard:rfc-9000,RFC-9000,standard,library,RFC-9000,https://www.rfc-editor.org/rfc/rfc9000,active,,
standard:rfc-9001,RFC 9001,standard,library,RFC 9001,https://www.rfc-editor.org/rfc/rfc9001.html,active,,
standard:rfc-9019,RFC 9019,standard,library,RFC 9019,https://www.rfc-editor.org/rfc/rfc9019.html,active,,
standard:rfc-9052,RFC 9052,standard,library,RFC 9052,https://www.rfc-editor.org/rfc/rfc9052.html,active,,
standard:rfc-9053,RFC 9053,standard,library,RFC 9053,https://www.rfc-editor.org/rfc/rfc9053.html,active,,
standard:rfc-9110,RFC-9110,standard,library,RFC-9110,https://www.rfc-editor.org/rfc/rfc9110,active,,
standard:rfc-9146,RFC-9146,standard,library,RFC-9146,https://www.rfc-editor.org/rfc/rfc9146.html,active,,
standard:rfc-9147,RFC 9147,standard,library,RFC 9147,https://www.rfc-editor.org/rfc/rfc9147.html,active,,
standard:rfc-9155,RFC-9155,standard,library,RFC-9155,https://www.rfc-editor.org/rfc/rfc9155,active,,
standard:rfc-9162,RFC-9162,standard,library,RFC-9162,https://www.rfc-editor.org/rfc/rfc9162,active,,
standard:rfc-9180,RFC 9180,standard,library,RFC 9180,https://www.rfc-editor.org/rfc/rfc9180.html,active,,
standard:rfc-9242,RFC-9242,standard,library,RFC-9242,https://datatracker.ietf.org/doc/rfc9242/,active,,
standard:rfc-9258,RFC-9258,standard,library,RFC-9258,https://datatracker.ietf.org/doc/html/rfc9258,active,,
standard:rfc-9380,RFC-9380,standard,library,RFC-9380,https://www.rfc-editor.org/rfc/rfc9380,active,,
standard:rfc-9420,RFC 9420,standard,library,RFC 9420,https://www.rfc-editor.org/rfc/rfc9420.html,active,,
standard:rfc-9449,RFC 9449,standard,library,RFC 9449,https://www.rfc-editor.org/rfc/rfc9449.html,active,,
standard:rfc-9480,RFC 9480,standard,library,RFC 9480,https://www.rfc-editor.org/rfc/rfc9480.html,active,,
standard:rfc-9496,RFC-9496,standard,library,RFC-9496,https://www.rfc-editor.org/rfc/rfc9496.html,active,,
standard:rfc-9528,RFC 9528,standard,library,RFC 9528,https://www.rfc-editor.org/info/rfc9528,active,,
standard:rfc-9580,RFC 9580,standard,library,RFC 9580,https://www.rfc-editor.org/rfc/rfc9580.html,active,,
standard:rfc-9593,RFC 9593,standard,library,RFC 9593,https://www.rfc-editor.org/rfc/rfc9593.html,active,,
standard:rfc-9629,RFC 9629,standard,library,RFC 9629,https://www.rfc-editor.org/rfc/rfc9629.html,active,,
standard:rfc-9679,RFC-9679,standard,library,RFC-9679,https://www.rfc-editor.org/rfc/rfc9679,active,,
standard:rfc-9690,RFC 9690,standard,library,RFC 9690,https://www.rfc-editor.org/rfc/rfc9690.html,active,,
standard:rfc-9708,RFC 9708,standard,library,RFC 9708,https://www.rfc-editor.org/rfc/rfc9708.html,active,,
standard:rfc-9763,RFC-9763,standard,library,RFC-9763,https://www.rfc-editor.org/rfc/rfc9763.html,active,,
standard:rfc-9794,RFC 9794,standard,library,RFC 9794,https://www.rfc-editor.org/rfc/rfc9794.html,active,,
standard:rfc-9802,RFC 9802,standard,library,RFC 9802,https://www.rfc-editor.org/rfc/rfc9802.html,active,,
standard:rfc-9810,RFC 9810,standard,library,RFC 9810,https://www.rfc-editor.org/rfc/rfc9810.html,active,,
standard:rfc-9811,RFC 9811,standard,library,RFC 9811,https://www.rfc-editor.org/rfc/rfc9811.html,active,,
standard:rfc-9814,RFC 9814,standard,library,RFC 9814,https://www.rfc-editor.org/rfc/rfc9814.html,active,,
standard:rfc-9847,RFC 9847,standard,library,RFC 9847,https://www.rfc-editor.org/rfc/rfc9847.html,active,,
standard:rfc-9858,RFC 9858,standard,library,RFC 9858,https://www.rfc-editor.org/rfc/rfc9858.html,active,,
standard:rfc-9881,RFC 9881,standard,library,RFC 9881,https://www.rfc-editor.org/rfc/rfc9881.html,active,,
standard:rfc-9882,RFC 9882,standard,library,RFC 9882,https://www.rfc-editor.org/rfc/rfc9882.html,active,,
standard:rfc-9901-sd-jwt-vc,RFC-9901-SD-JWT-VC,standard,library,RFC-9901-SD-JWT-VC,https://www.rfc-editor.org/rfc/rfc9901,active,,
standard:rfc-9909,RFC-9909,standard,library,RFC-9909,https://www.rfc-editor.org/rfc/rfc9909.html,active,,
standard:rfc-9935,RFC-9935,standard,library,RFC-9935,https://www.rfc-editor.org/rfc/rfc9935,active,,
standard:rfc-9936,RFC-9936,standard,library,RFC-9936,https://www.rfc-editor.org/rfc/rfc9936,active,,
standard:sec-1,SEC 1,standard,library,SEC 1,https://www.secg.org/sec1-v2.pdf,active,,
standard:sec2-v2,SEC2-v2,standard,library,SEC2-v2,https://www.secg.org/sec2-v2.pdf,active,,
standard:slip-0010,SLIP-0010,standard,library,SLIP-0010,https://github.com/satoshilabs/slips/blob/master/slip-0010.md,active,,
standard:sui-pqc-blog,Sui-PQC-Blog,standard,library,Sui-PQC-Blog,,active,,
standard:swift-csp,SWIFT-CSP,standard,library,SWIFT-CSP,,active,,
standard:tcg-tpm-v185-part1,TCG-TPM-V185-Part1,standard,library,TCG-TPM-V185-Part1,https://trustedcomputinggroup.org/resource/tpm-library-specification/,active,,
standard:tcg-tpm-v185-part2,TCG-TPM-V185-Part2,standard,library,TCG-TPM-V185-Part2,https://trustedcomputinggroup.org/resource/tpm-library-specification/,active,,
standard:tcg-tpm-v185-part3,TCG-TPM-V185-Part3,standard,library,TCG-TPM-V185-Part3,https://trustedcomputinggroup.org/resource/tpm-library-specification/,active,,
standard:uk-cmorg-pqc-guidance-2025,UK-CMORG-PQC-Guidance-2025,standard,library,UK-CMORG-PQC-Guidance-2025,https://www.cmorg.org.uk/sites/default/files/2025-06/CMORG%20-%20Guidance%20for%20Post-Quantum%20Cryptography%20-%20April%202025%20-%20TLP%20CLEAR%20(1).pdf,active,,
standard:us-qccpa-2022,US-QCCPA-2022,standard,library,US-QCCPA-2022,https://www.govinfo.gov/content/pkg/PLAW-117publ260/pdf/PLAW-117publ260.pdf,active,,
standard:usenix-2024-hqc-division-timing,USENIX-2024-HQC-Division-Timing,standard,library,USENIX-2024-HQC-Division-Timing,https://www.usenix.org/conference/usenixsecurity24/presentation/schr%C3%B6der,active,,
standard:viavi-pqc-migration-wp-2026,VIAVI-PQC-Migration-WP-2026,standard,library,VIAVI-PQC-Migration-WP-2026,https://comms.viavisolutions.com/pqc-white-paper-vs13177,active,,
standard:wef-2026-quantumsafe-migration-cryptodepth,WEF-2026-QuantumSafe-Migration-CryptoDepth,standard,library,WEF-2026-QuantumSafe-Migration-CryptoDepth,https://www.weforum.org/stories/preview/ce35c20a-e144-4032-9c89-8ae67b114560/,active,,
timeline:fips-203-204-205-published,"FIPS 203, 204, 205 Published",timeline,timeline,"FIPS 203, 204, 205 Published",https://csrc.nist.gov/pubs/fips/203/final,active,,
timeline:nss-acquisitions-cnsa-20-required,NSS Acquisitions CNSA 2.0 Required,timeline,timeline,NSS Acquisitions CNSA 2.0 Required,https://pqshield.com/what-is-cnsa-2-0-the-nsas-post-quantum-roadmap/,active,,
